epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
553,14228.9,0.99141,0.58907,1.00039,0.89538,0.64891,0.80696,0.64043,1.14496,0.58639,1.34325,0.0066639,0.0066639,0.0066639
554,14254.6,0.98563,0.58526,0.99436,0.89563,0.64928,0.8073,0.64056,1.14498,0.58552,1.34265,0.00665339,0.00665339,0.00665339
555,14280.1,0.98798,0.5852,0.9953,0.89574,0.64949,0.80721,0.64061,1.14428,0.58485,1.3424,0.00664288,0.00664288,0.00664288
556,14305.7,0.99325,0.58574,0.99245,0.89712,0.64891,0.80726,0.64079,1.14384,0.58491,1.34246,0.00663236,0.00663236,0.00663236
557,14331.3,0.98649,0.58979,1.00074,0.89534,0.65006,0.80762,0.64119,1.14248,0.58435,1.34203,0.00662183,0.00662183,0.00662183
558,14356.7,0.99331,0.58494,0.99291,0.89684,0.64992,0.80785,0.64142,1.14213,0.584,1.34268,0.00661129,0.00661129,0.00661129
559,14382.6,0.9968,0.58463,0.98826,0.89666,0.64991,0.80808,0.64169,1.14154,0.5834,1.3422,0.00660075,0.00660075,0.00660075
560,14408.4,0.98531,0.5869,0.99642,0.89597,0.65029,0.80814,0.64177,1.14203,0.58367,1.3434,0.00659019,0.00659019,0.00659019
561,14433.9,0.98332,0.58312,0.99246,0.89741,0.65053,0.80846,0.64213,1.14202,0.58341,1.34492,0.00657963,0.00657963,0.00657963
562,14459.5,0.98392,0.58807,0.99905,0.89817,0.65072,0.80877,0.64264,1.14082,0.5826,1.34343,0.00656907,0.00656907,0.00656907
563,14485,0.98965,0.58864,0.99776,0.8985,0.65161,0.80902,0.64313,1.13974,0.58172,1.34218,0.00655849,0.00655849,0.00655849
564,14510.7,0.98406,0.58159,0.99158,0.89878,0.65217,0.8095,0.64381,1.13848,0.58063,1.342,0.00654791,0.00654791,0.00654791
565,14536.3,0.98536,0.58534,0.99546,0.8997,0.65189,0.80974,0.64399,1.13869,0.58034,1.34196,0.00653732,0.00653732,0.00653732
566,14561.5,0.98496,0.58337,0.99569,0.89953,0.65217,0.80998,0.64427,1.13832,0.58041,1.34184,0.00652672,0.00652672,0.00652672
567,14586.9,0.99415,0.58631,0.99464,0.89947,0.65217,0.8099,0.64417,1.13834,0.58046,1.34032,0.00651611,0.00651611,0.00651611
568,14612.5,0.98709,0.58275,0.99293,0.89951,0.65251,0.81008,0.64428,1.13829,0.58022,1.34098,0.0065055,0.0065055,0.0065055
569,14638.1,0.99276,0.5854,0.99377,0.90093,0.65244,0.81035,0.64462,1.13762,0.57932,1.34104,0.00649488,0.00649488,0.00649488
570,14663.5,0.99013,0.58633,0.99546,0.90155,0.6524,0.81029,0.6448,1.13741,0.57887,1.34105,0.00648425,0.00648425,0.00648425
571,14689.3,0.9849,0.58687,1.00029,0.90165,0.6527,0.81051,0.64491,1.13764,0.57852,1.34114,0.00647362,0.00647362,0.00647362
572,14715,0.97551,0.57968,0.99257,0.90055,0.65276,0.81044,0.64506,1.13722,0.57852,1.34225,0.00646297,0.00646297,0.00646297
573,14741.1,0.9786,0.57653,0.98863,0.90148,0.65259,0.8106,0.645,1.13782,0.57861,1.34238,0.00645233,0.00645233,0.00645233
574,14766.5,0.98132,0.5805,0.99231,0.90217,0.65316,0.81094,0.64523,1.13832,0.57865,1.3425,0.00644167,0.00644167,0.00644167
575,14792,0.98314,0.58506,0.99566,0.90204,0.65335,0.81121,0.64573,1.13752,0.57825,1.34229,0.00643101,0.00643101,0.00643101
576,14817.5,0.97477,0.57697,0.99008,0.90222,0.65334,0.81131,0.64594,1.13707,0.57817,1.34255,0.00642034,0.00642034,0.00642034
577,14842.7,0.97888,0.57951,0.99161,0.90252,0.65373,0.81155,0.64639,1.13591,0.57719,1.34138,0.00640966,0.00640966,0.00640966
578,14868,0.97621,0.57628,0.9886,0.90178,0.65397,0.81135,0.64659,1.1348,0.5767,1.34122,0.00639897,0.00639897,0.00639897
579,14893.7,0.97621,0.57902,0.99189,0.90229,0.65374,0.81154,0.64694,1.13419,0.57651,1.34101,0.00638828,0.00638828,0.00638828
580,14919.1,0.97302,0.5739,0.98486,0.90182,0.65442,0.81167,0.64698,1.13431,0.57653,1.34085,0.00637759,0.00637759,0.00637759
581,14944.8,0.98588,0.58036,0.98861,0.90184,0.6547,0.81173,0.64702,1.13412,0.57605,1.34059,0.00636688,0.00636688,0.00636688
582,14970.3,0.97458,0.57552,0.98892,0.90118,0.65523,0.81186,0.64713,1.13394,0.57555,1.34074,0.00635617,0.00635617,0.00635617
583,14995.4,0.97207,0.57879,0.99214,0.90128,0.6555,0.81201,0.64777,1.13312,0.57522,1.34096,0.00634545,0.00634545,0.00634545
584,15020.6,0.97353,0.57277,0.98477,0.9015,0.65542,0.81222,0.64776,1.13345,0.57512,1.34166,0.00633473,0.00633473,0.00633473
585,15046.3,0.97544,0.57638,0.98841,0.90174,0.65553,0.81237,0.6482,1.13222,0.57427,1.34153,0.006324,0.006324,0.006324
586,15071.8,0.96858,0.57424,0.98829,0.90253,0.65553,0.81254,0.64862,1.13133,0.57348,1.34195,0.00631326,0.00631326,0.00631326
587,15097.2,0.97324,0.57536,0.98885,0.90229,0.65593,0.81266,0.64878,1.13105,0.57311,1.3418,0.00630252,0.00630252,0.00630252
588,15122.6,0.97098,0.57328,0.98711,0.90259,0.6561,0.81277,0.6491,1.13061,0.5724,1.3411,0.00629177,0.00629177,0.00629177
589,15148.5,0.97317,0.57871,0.992,0.90166,0.65669,0.8131,0.64919,1.13059,0.57191,1.34034,0.00628101,0.00628101,0.00628101
590,15173.8,0.9682,0.57658,0.99261,0.90243,0.65688,0.81337,0.64957,1.13003,0.57142,1.34025,0.00627025,0.00627025,0.00627025
591,15199.3,0.96917,0.57296,0.98593,0.90292,0.65664,0.8135,0.65008,1.12891,0.57079,1.33974,0.00625949,0.00625949,0.00625949
592,15224.6,0.96925,0.57167,0.9843,0.90298,0.65678,0.81372,0.65066,1.12795,0.57063,1.34073,0.00624871,0.00624871,0.00624871
593,15250.1,0.97644,0.57683,0.98908,0.90283,0.65654,0.81361,0.6509,1.12722,0.57028,1.34092,0.00623793,0.00623793,0.00623793
594,15275.5,0.96962,0.57208,0.98532,0.90344,0.6562,0.81391,0.65127,1.12701,0.57001,1.34092,0.00622714,0.00622714,0.00622714
595,15301,0.97727,0.57554,0.98887,0.9044,0.6563,0.81414,0.65157,1.1265,0.57,1.34046,0.00621635,0.00621635,0.00621635
596,15326.8,0.97004,0.57295,0.98741,0.90459,0.65626,0.81414,0.65169,1.12617,0.56989,1.3406,0.00620555,0.00620555,0.00620555
597,15352.3,0.96348,0.57351,0.98852,0.90456,0.65681,0.81444,0.65177,1.12625,0.56981,1.34124,0.00619475,0.00619475,0.00619475
598,15378,0.97022,0.57534,0.99143,0.90404,0.65749,0.81465,0.65201,1.12605,0.56956,1.34132,0.00618394,0.00618394,0.00618394
599,15403.7,0.97432,0.57584,0.99249,0.90388,0.65776,0.81466,0.65205,1.12588,0.56944,1.34134,0.00617313,0.00617313,0.00617313
600,15429.1,0.97681,0.57649,0.99241,0.90451,0.65783,0.81465,0.65232,1.1254,0.56909,1.34158,0.00616231,0.00616231,0.00616231
601,15454.5,0.97607,0.57913,0.99298,0.90459,0.65777,0.81462,0.6524,1.12497,0.56898,1.34147,0.00615148,0.00615148,0.00615148
602,15479.9,0.97305,0.57706,0.98934,0.90438,0.65846,0.8148,0.65241,1.12549,0.56924,1.34152,0.00614065,0.00614065,0.00614065
603,15505.5,0.96588,0.57031,0.98411,0.90387,0.65876,0.81502,0.65249,1.12549,0.5693,1.34164,0.00612981,0.00612981,0.00612981
604,15531.2,0.9664,0.5703,0.9877,0.90438,0.65842,0.81519,0.65275,1.12489,0.56881,1.34141,0.00611897,0.00611897,0.00611897
605,15556.7,0.96323,0.56921,0.98599,0.9049,0.65864,0.81535,0.65291,1.1247,0.56844,1.34123,0.00610812,0.00610812,0.00610812
606,15581.9,0.96192,0.56976,0.98615,0.90413,0.65939,0.81552,0.6533,1.12423,0.56813,1.34121,0.00609726,0.00609726,0.00609726
607,15607.2,0.96403,0.57275,0.98953,0.90536,0.65902,0.81543,0.65336,1.12376,0.56809,1.3416,0.00608641,0.00608641,0.00608641
608,15632.6,0.96692,0.57316,0.98887,0.90495,0.65901,0.81544,0.65362,1.12337,0.5679,1.34176,0.00607554,0.00607554,0.00607554
609,15658,0.96469,0.57278,0.98945,0.90535,0.65897,0.81557,0.65383,1.12267,0.56775,1.34194,0.00606467,0.00606467,0.00606467
610,15683.8,0.97189,0.57002,0.98359,0.90546,0.65881,0.81573,0.65405,1.12212,0.56745,1.34113,0.0060538,0.0060538,0.0060538
611,15709.5,0.96676,0.57225,0.98855,0.90555,0.65898,0.81594,0.65427,1.12212,0.5673,1.3414,0.00604292,0.00604292,0.00604292
612,15735.1,0.96501,0.56948,0.98602,0.90573,0.65929,0.81596,0.65451,1.12147,0.56705,1.34147,0.00603203,0.00603203,0.00603203
613,15760.8,0.96725,0.5719,0.98776,0.90573,0.65956,0.81609,0.65466,1.12128,0.56703,1.34159,0.00602114,0.00602114,0.00602114
614,15786.3,0.95841,0.56777,0.98705,0.90558,0.65963,0.81618,0.65497,1.12061,0.56656,1.34186,0.00601025,0.00601025,0.00601025
615,15811.8,0.96644,0.5696,0.98666,0.90554,0.65989,0.81619,0.65518,1.12016,0.56642,1.34183,0.00599935,0.00599935,0.00599935
616,15837.6,0.96754,0.57096,0.98769,0.9053,0.66016,0.81632,0.65528,1.12038,0.56639,1.34174,0.00598845,0.00598845,0.00598845
617,15863.2,0.96024,0.56814,0.98661,0.90585,0.66026,0.81644,0.65552,1.12002,0.5661,1.34115,0.00597754,0.00597754,0.00597754
618,15888.8,0.97239,0.56889,0.98542,0.90629,0.66036,0.81658,0.65583,1.11951,0.56564,1.34119,0.00596662,0.00596662,0.00596662
619,15914.4,0.96674,0.56906,0.98603,0.90586,0.66056,0.81672,0.65589,1.11929,0.56522,1.3405,0.00595571,0.00595571,0.00595571
620,15939.9,0.95744,0.567,0.98417,0.90618,0.66061,0.81669,0.65604,1.11914,0.56511,1.34065,0.00594478,0.00594478,0.00594478
621,15965.2,0.96074,0.56833,0.98726,0.90616,0.661,0.81672,0.65634,1.11841,0.56487,1.34068,0.00593386,0.00593386,0.00593386
622,15990.7,0.96402,0.57109,0.99185,0.90661,0.66062,0.8168,0.65634,1.11852,0.5648,1.34114,0.00592293,0.00592293,0.00592293
623,16016.5,0.96593,0.56761,0.98392,0.9067,0.66056,0.81684,0.65649,1.11839,0.56459,1.34139,0.00591199,0.00591199,0.00591199
624,16042.2,0.96103,0.5652,0.98221,0.90719,0.6609,0.81701,0.65677,1.11776,0.56439,1.34109,0.00590105,0.00590105,0.00590105
625,16068,0.9504,0.55697,0.97537,0.90662,0.6613,0.81718,0.65702,1.11726,0.56415,1.34099,0.0058901,0.0058901,0.0058901
626,16093.7,0.95782,0.56609,0.98453,0.90638,0.66166,0.81737,0.65731,1.11669,0.56376,1.34077,0.00587916,0.00587916,0.00587916
627,16119.6,0.95804,0.56902,0.98859,0.90611,0.66201,0.81741,0.65733,1.11715,0.56361,1.34206,0.0058682,0.0058682,0.0058682
628,16145.3,0.96209,0.56208,0.9791,0.90767,0.66157,0.81752,0.65756,1.11668,0.56334,1.34219,0.00585725,0.00585725,0.00585725
629,16170.9,0.95754,0.56489,0.98335,0.90776,0.66166,0.81755,0.65787,1.11603,0.5629,1.34206,0.00584628,0.00584628,0.00584628
630,16196.4,0.96363,0.5661,0.98415,0.90854,0.66135,0.81774,0.65803,1.11569,0.56252,1.34228,0.00583532,0.00583532,0.00583532
631,16222,0.95115,0.56175,0.98083,0.90823,0.66183,0.81788,0.65821,1.11551,0.56232,1.34167,0.00582435,0.00582435,0.00582435
632,16247.3,0.9596,0.56703,0.98555,0.90785,0.66206,0.81797,0.65831,1.11545,0.56223,1.34177,0.00581338,0.00581338,0.00581338
633,16272.9,0.95804,0.56578,0.98278,0.90808,0.6621,0.81792,0.65845,1.1152,0.56189,1.34139,0.0058024,0.0058024,0.0058024
634,16298.4,0.95478,0.56037,0.98024,0.90767,0.66247,0.81801,0.65865,1.11525,0.56175,1.34106,0.00579142,0.00579142,0.00579142
635,16324.4,0.95572,0.56421,0.98302,0.9075,0.66277,0.81808,0.65869,1.11497,0.56135,1.33978,0.00578044,0.00578044,0.00578044
636,16349.7,0.94956,0.5657,0.98671,0.90818,0.66288,0.81833,0.65912,1.11422,0.56107,1.3402,0.00576945,0.00576945,0.00576945
637,16375.4,0.94974,0.55903,0.97986,0.90885,0.66291,0.8185,0.65927,1.11359,0.56067,1.34024,0.00575846,0.00575846,0.00575846
638,16400.9,0.95553,0.56211,0.98305,0.90847,0.66332,0.81877,0.65965,1.11301,0.56007,1.33995,0.00574746,0.00574746,0.00574746
639,16426.5,0.95679,0.56663,0.98603,0.90894,0.66335,0.81895,0.65981,1.11294,0.55977,1.3403,0.00573646,0.00573646,0.00573646
640,16452.2,0.95392,0.56011,0.98,0.90924,0.66379,0.81917,0.66002,1.11258,0.55946,1.34029,0.00572546,0.00572546,0.00572546
641,16477.8,0.95276,0.5641,0.98633,0.90909,0.6641,0.81923,0.66019,1.11241,0.55923,1.34046,0.00571445,0.00571445,0.00571445
642,16503.3,0.9555,0.56713,0.98576,0.90892,0.66427,0.81923,0.66023,1.11251,0.55926,1.34061,0.00570345,0.00570345,0.00570345
643,16529.1,0.95839,0.56565,0.98611,0.90913,0.66435,0.81933,0.66048,1.11166,0.55885,1.34004,0.00569243,0.00569243,0.00569243
644,16554.9,0.96226,0.56616,0.98566,0.90782,0.66549,0.81954,0.66075,1.11153,0.55865,1.33978,0.00568142,0.00568142,0.00568142
645,16580.7,0.95682,0.56302,0.98523,0.90926,0.66452,0.81967,0.66087,1.11116,0.55841,1.33984,0.0056704,0.0056704,0.0056704
646,16606.3,0.96288,0.56401,0.98094,0.90916,0.66471,0.81963,0.66087,1.11129,0.55832,1.33954,0.00565938,0.00565938,0.00565938
647,16631.6,0.95115,0.55921,0.98134,0.90903,0.66475,0.81971,0.66106,1.11131,0.55825,1.33921,0.00564835,0.00564835,0.00564835
648,16657.2,0.94871,0.5617,0.98175,0.90773,0.66568,0.81964,0.66115,1.11098,0.55802,1.33961,0.00563733,0.00563733,0.00563733
649,16683,0.95904,0.56313,0.982,0.90802,0.66587,0.81985,0.66155,1.10978,0.55747,1.3384,0.00562629,0.00562629,0.00562629
650,16708.6,0.94582,0.55192,0.97203,0.90727,0.66629,0.81991,0.66162,1.10988,0.55754,1.33773,0.00561526,0.00561526,0.00561526
651,16734.1,0.9441,0.55719,0.97865,0.90834,0.66565,0.81997,0.66177,1.10953,0.55738,1.33753,0.00560422,0.00560422,0.00560422
652,16759.6,0.95058,0.55845,0.98025,0.90873,0.66585,0.82013,0.66188,1.10929,0.55719,1.33715,0.00559318,0.00559318,0.00559318
653,16785.1,0.94903,0.5576,0.97958,0.90852,0.66609,0.82025,0.66189,1.10948,0.55706,1.33726,0.00558214,0.00558214,0.00558214
654,16810.4,0.95134,0.56031,0.98156,0.90832,0.66626,0.82024,0.66217,1.10901,0.557,1.33784,0.0055711,0.0055711,0.0055711
655,16835.9,0.95431,0.56348,0.98609,0.90788,0.66665,0.82025,0.66215,1.10921,0.55716,1.33808,0.00556005,0.00556005,0.00556005
656,16861.6,0.95694,0.56181,0.98079,0.90795,0.6671,0.82047,0.66233,1.10907,0.55704,1.33793,0.005549,0.005549,0.005549
657,16887.1,0.95047,0.55698,0.97587,0.9078,0.66688,0.8205,0.66251,1.10889,0.5569,1.33839,0.00553795,0.00553795,0.00553795
658,16912.6,0.94864,0.55849,0.98035,0.90839,0.66677,0.82076,0.66285,1.10816,0.55667,1.33858,0.00552689,0.00552689,0.00552689
659,16938,0.9441,0.55503,0.97744,0.90782,0.66739,0.8207,0.66286,1.10805,0.55674,1.33868,0.00551584,0.00551584,0.00551584
660,16963.4,0.94276,0.55409,0.97639,0.90801,0.66715,0.82085,0.66304,1.10789,0.55673,1.33856,0.00550478,0.00550478,0.00550478
661,16988.7,0.93972,0.55536,0.97952,0.90764,0.66762,0.82102,0.66315,1.1078,0.55683,1.33877,0.00549371,0.00549371,0.00549371
662,17014.1,0.94277,0.55012,0.97408,0.9078,0.66768,0.82105,0.66326,1.1077,0.55655,1.339,0.00548265,0.00548265,0.00548265
663,17039.7,0.94514,0.55512,0.97764,0.90788,0.66774,0.82114,0.66334,1.10758,0.55639,1.33899,0.00547158,0.00547158,0.00547158
664,17065.1,0.93934,0.5551,0.97723,0.90789,0.66818,0.82125,0.66359,1.10706,0.55619,1.3394,0.00546052,0.00546052,0.00546052
665,17090.6,0.93991,0.55605,0.98066,0.90769,0.6684,0.82124,0.66356,1.10738,0.55627,1.33998,0.00544945,0.00544945,0.00544945
666,17116,0.93096,0.54824,0.97187,0.90766,0.66837,0.82131,0.66383,1.10691,0.55597,1.34018,0.00543837,0.00543837,0.00543837
667,17141.2,0.93317,0.54999,0.97291,0.90817,0.66837,0.82157,0.66392,1.10691,0.55604,1.34047,0.0054273,0.0054273,0.0054273
668,17166.7,0.9359,0.55163,0.97567,0.90844,0.66841,0.82157,0.6641,1.10669,0.55587,1.34106,0.00541622,0.00541622,0.00541622
669,17192,0.94327,0.55547,0.97747,0.90799,0.66858,0.82163,0.66434,1.10609,0.55559,1.34136,0.00540514,0.00540514,0.00540514
670,17217.6,0.93147,0.54813,0.97342,0.90853,0.66842,0.82165,0.66455,1.10572,0.55552,1.34172,0.00539406,0.00539406,0.00539406
671,17242.7,0.93867,0.5498,0.97396,0.90771,0.6692,0.82184,0.66501,1.10492,0.5552,1.34122,0.00538298,0.00538298,0.00538298
672,17268.2,0.93584,0.54953,0.97365,0.90743,0.66955,0.82187,0.66499,1.10478,0.55501,1.34088,0.0053719,0.0053719,0.0053719
673,17293.6,0.93492,0.5524,0.9792,0.90848,0.66931,0.82192,0.66513,1.10447,0.55476,1.34063,0.00536081,0.00536081,0.00536081
674,17319,0.93559,0.55227,0.9769,0.90896,0.66929,0.82204,0.66528,1.10417,0.55446,1.34044,0.00534973,0.00534973,0.00534973
675,17344.6,0.93264,0.55066,0.97437,0.90884,0.66953,0.8222,0.66579,1.10345,0.55437,1.34057,0.00533864,0.00533864,0.00533864
676,17369.8,0.93582,0.54951,0.97373,0.90882,0.66949,0.82241,0.66592,1.10344,0.55435,1.34136,0.00532755,0.00532755,0.00532755
677,17395.2,0.93685,0.55148,0.97598,0.90781,0.67007,0.8225,0.666,1.10354,0.55422,1.34167,0.00531646,0.00531646,0.00531646
678,17420.5,0.93666,0.55166,0.97803,0.90819,0.6701,0.82253,0.66625,1.10325,0.55397,1.34138,0.00530537,0.00530537,0.00530537
679,17446,0.93554,0.54889,0.97183,0.90855,0.67024,0.8227,0.66656,1.10284,0.55379,1.34146,0.00529427,0.00529427,0.00529427
680,17471.4,0.93636,0.55016,0.97447,0.90822,0.67039,0.82278,0.66663,1.10279,0.5537,1.34156,0.00528318,0.00528318,0.00528318
681,17496.9,0.93802,0.55121,0.977,0.90815,0.6706,0.8229,0.66668,1.10291,0.55362,1.34167,0.00527208,0.00527208,0.00527208
682,17522.6,0.93797,0.548,0.97183,0.90944,0.67044,0.82298,0.66685,1.1027,0.5534,1.34174,0.00526098,0.00526098,0.00526098
683,17547.8,0.93335,0.5476,0.97414,0.90892,0.67091,0.82304,0.66689,1.10278,0.55312,1.34184,0.00524989,0.00524989,0.00524989
684,17573.2,0.93106,0.54649,0.9722,0.90906,0.671,0.82328,0.66704,1.10268,0.55294,1.34169,0.00523879,0.00523879,0.00523879
685,17598.5,0.93304,0.54753,0.9752,0.90887,0.67115,0.82327,0.66705,1.10299,0.55283,1.34196,0.00522769,0.00522769,0.00522769
686,17624,0.92688,0.54601,0.97281,0.9091,0.67093,0.82335,0.66704,1.1032,0.55283,1.34214,0.00521659,0.00521659,0.00521659
687,17649.4,0.93179,0.55271,0.9799,0.91008,0.67042,0.82334,0.66714,1.10331,0.55291,1.34244,0.00520548,0.00520548,0.00520548
688,17675,0.93187,0.54695,0.97023,0.91017,0.67055,0.82339,0.66728,1.10329,0.55269,1.34272,0.00519438,0.00519438,0.00519438
689,17700.3,0.9271,0.54425,0.96963,0.91038,0.67062,0.82344,0.66714,1.10371,0.55287,1.34288,0.00518328,0.00518328,0.00518328
690,17725.3,0.92838,0.54166,0.97004,0.91041,0.67061,0.82351,0.66718,1.10388,0.55288,1.34286,0.00517217,0.00517217,0.00517217
691,17750.8,0.92906,0.5446,0.96953,0.90981,0.67115,0.82357,0.66733,1.10379,0.5529,1.34298,0.00516107,0.00516107,0.00516107
692,17776.1,0.92862,0.54459,0.97123,0.91019,0.67108,0.8236,0.66737,1.10399,0.55287,1.34313,0.00514996,0.00514996,0.00514996
693,17801.8,0.92581,0.54958,0.97798,0.91082,0.67087,0.82368,0.66744,1.10398,0.55281,1.34305,0.00513886,0.00513886,0.00513886
694,17827.2,0.93608,0.54485,0.96865,0.91118,0.67096,0.82376,0.66752,1.10388,0.55259,1.34262,0.00512775,0.00512775,0.00512775
695,17852.7,0.92722,0.54558,0.97428,0.91056,0.67164,0.82395,0.66769,1.10372,0.55247,1.3424,0.00511664,0.00511664,0.00511664
696,17878.2,0.92929,0.54537,0.97042,0.9113,0.67133,0.82402,0.66774,1.10371,0.55235,1.34243,0.00510554,0.00510554,0.00510554
697,17903.4,0.92709,0.5476,0.9742,0.91154,0.67132,0.8241,0.66798,1.10326,0.55212,1.34221,0.00509443,0.00509443,0.00509443
698,17928.9,0.92824,0.54356,0.96949,0.9117,0.67123,0.82414,0.66796,1.10316,0.55188,1.34177,0.00508332,0.00508332,0.00508332
699,17954.4,0.92277,0.54391,0.97031,0.91204,0.67104,0.82407,0.66806,1.10268,0.55154,1.34144,0.00507222,0.00507222,0.00507222
700,17979.8,0.93467,0.54628,0.97064,0.91225,0.67117,0.82419,0.66815,1.10308,0.55161,1.34186,0.00506111,0.00506111,0.00506111
701,18005.1,0.91883,0.54111,0.97013,0.91218,0.67149,0.82418,0.66817,1.10325,0.55129,1.34208,0.00505,0.00505,0.00505
702,18030.5,0.91836,0.54263,0.97282,0.91197,0.67189,0.82434,0.66853,1.10271,0.55087,1.34178,0.00503889,0.00503889,0.00503889
703,18056.3,0.92945,0.54758,0.97404,0.91166,0.67218,0.82444,0.66876,1.10242,0.55062,1.34163,0.00502778,0.00502778,0.00502778
704,18081.8,0.9216,0.54309,0.9703,0.91246,0.67173,0.82444,0.66866,1.10263,0.5506,1.34165,0.00501668,0.00501668,0.00501668
705,18107.2,0.92143,0.53924,0.96751,0.91208,0.67228,0.82455,0.66883,1.10249,0.55036,1.34152,0.00500557,0.00500557,0.00500557
706,18132.6,0.92133,0.54058,0.9679,0.91196,0.67233,0.82477,0.66902,1.10221,0.5502,1.34121,0.00499446,0.00499446,0.00499446
707,18158.3,0.92694,0.54651,0.97437,0.91066,0.67327,0.82466,0.66906,1.10214,0.55012,1.34149,0.00498336,0.00498336,0.00498336
708,18183.6,0.92038,0.53917,0.96805,0.9105,0.67346,0.82481,0.66907,1.10225,0.55011,1.34133,0.00497225,0.00497225,0.00497225
709,18209.4,0.92318,0.53906,0.96709,0.9108,0.6735,0.82494,0.66914,1.10236,0.54995,1.34137,0.00496114,0.00496114,0.00496114
710,18235,0.92188,0.53891,0.96572,0.91195,0.67291,0.82505,0.66943,1.10195,0.54985,1.34161,0.00495004,0.00495004,0.00495004
711,18260.3,0.92031,0.54199,0.9714,0.91059,0.67378,0.82515,0.66971,1.10168,0.5497,1.34166,0.00493893,0.00493893,0.00493893
712,18286,0.92084,0.53967,0.96724,0.91178,0.67321,0.82532,0.66995,1.10143,0.54956,1.34177,0.00492783,0.00492783,0.00492783
713,18311.6,0.91737,0.54151,0.97177,0.91151,0.67324,0.82534,0.67004,1.10129,0.54943,1.34193,0.00491672,0.00491672,0.00491672
714,18337.3,0.91927,0.54149,0.96843,0.91167,0.67314,0.82538,0.67014,1.10112,0.5492,1.34185,0.00490562,0.00490562,0.00490562
715,18362.6,0.92992,0.54355,0.97056,0.91166,0.67318,0.82535,0.67024,1.10083,0.54899,1.34184,0.00489452,0.00489452,0.00489452
716,18388,0.91416,0.53838,0.96907,0.91084,0.67393,0.82539,0.67027,1.10099,0.54889,1.34214,0.00488341,0.00488341,0.00488341
717,18413.7,0.92081,0.54443,0.97517,0.91209,0.67333,0.8253,0.67014,1.10154,0.54897,1.34232,0.00487231,0.00487231,0.00487231
718,18439.1,0.91631,0.53833,0.96923,0.91188,0.67364,0.82539,0.67024,1.10172,0.54895,1.34237,0.00486121,0.00486121,0.00486121
719,18464.7,0.91629,0.5378,0.96829,0.91208,0.67381,0.82552,0.67025,1.1018,0.54892,1.34263,0.00485011,0.00485011,0.00485011
720,18490.2,0.91806,0.53646,0.96482,0.9121,0.674,0.82574,0.6703,1.10202,0.54891,1.34283,0.00483902,0.00483902,0.00483902
721,18515.6,0.91439,0.54181,0.97259,0.91243,0.67411,0.82577,0.67038,1.10206,0.54891,1.34305,0.00482792,0.00482792,0.00482792
722,18541.1,0.91504,0.54091,0.97226,0.91213,0.67423,0.82586,0.67042,1.10217,0.54892,1.34324,0.00481682,0.00481682,0.00481682
723,18566.5,0.91652,0.53622,0.96661,0.9121,0.67426,0.82588,0.6706,1.10184,0.54879,1.34338,0.00480573,0.00480573,0.00480573
724,18591.9,0.92112,0.54351,0.97089,0.91195,0.67443,0.82586,0.6707,1.10173,0.54882,1.34368,0.00479463,0.00479463,0.00479463
725,18617.4,0.91625,0.53705,0.96773,0.91215,0.6742,0.82586,0.67077,1.10148,0.54853,1.3435,0.00478354,0.00478354,0.00478354
726,18643.4,0.91677,0.53792,0.96655,0.91217,0.67455,0.82601,0.67083,1.10167,0.54858,1.34368,0.00477245,0.00477245,0.00477245
727,18669.2,0.91086,0.53663,0.9686,0.91232,0.67462,0.82602,0.67097,1.10145,0.54825,1.34352,0.00476136,0.00476136,0.00476136
728,18694.7,0.9183,0.53862,0.96825,0.91112,0.67564,0.82609,0.67108,1.10121,0.54808,1.34359,0.00475027,0.00475027,0.00475027
729,18720.4,0.91355,0.5351,0.96549,0.91262,0.67494,0.82619,0.67118,1.10121,0.54793,1.34353,0.00473919,0.00473919,0.00473919
730,18746.3,0.9181,0.54014,0.96818,0.91284,0.6747,0.82618,0.67135,1.1009,0.54785,1.34331,0.0047281,0.0047281,0.0047281
731,18772.1,0.9135,0.53608,0.96673,0.91215,0.67546,0.82641,0.67156,1.10056,0.54772,1.34324,0.00471702,0.00471702,0.00471702
732,18797.7,0.9154,0.5373,0.96669,0.91275,0.67524,0.82643,0.67168,1.10041,0.54752,1.34337,0.00470594,0.00470594,0.00470594
733,18823.1,0.92167,0.54125,0.97172,0.91275,0.6753,0.82642,0.67182,1.10038,0.54742,1.34356,0.00469486,0.00469486,0.00469486
734,18848.6,0.91069,0.53847,0.97202,0.91261,0.67567,0.82654,0.67191,1.10026,0.54739,1.34338,0.00468378,0.00468378,0.00468378
735,18874,0.90733,0.53299,0.96486,0.91322,0.6755,0.82668,0.67197,1.10045,0.54742,1.34367,0.0046727,0.0046727,0.0046727
736,18899.2,0.90675,0.53146,0.96364,0.91251,0.67601,0.82683,0.6721,1.10029,0.54739,1.34357,0.00466163,0.00466163,0.00466163
737,18924.3,0.91261,0.5354,0.96632,0.91265,0.67614,0.82698,0.67224,1.10013,0.54724,1.34343,0.00465055,0.00465055,0.00465055
738,18949.6,0.9118,0.53546,0.96874,0.91279,0.67618,0.82697,0.67234,1.10004,0.54717,1.34341,0.00463948,0.00463948,0.00463948
